product_id,time_id,store_id,store_sales,store_cost,unit_sales
6,600,17,4.6,2.208,4.0
6,603,14,1.15,0.483,1.0
6,603,24,2.3,0.966,2.0
6,618,7,4.6,1.794,4.0
6,624,24,3.45,1.173,3.0
6,626,13,4.6,1.518,4.0
6,627,13,2.3,0.759,2.0
6,630,17,3.45,1.2075,3.0
6,632,17,2.3,0.943,2.0
6,636,15,2.3,0.782,2.0
6,677,6,5.75,2.76,5.0
6,684,24,4.6,1.564,4.0
6,685,11,2.3,0.897,2.0
6,686,13,3.45,1.3455,3.0
6,688,13,3.45,1.6215,3.0
6,697,11,4.6,1.426,4.0
6,698,17,3.45,1.3455,3.0
6,702,7,4.6,2.024,4.0
6,708,16,3.45,1.518,3.0
6,714,13,4.6,1.518,4.0
6,714,23,3.45,1.6215,3.0
6,724,17,3.45,1.242,3.0
6,726,16,4.6,1.61,4.0
6,728,13,2.3,0.92,2.0
7,376,24,10.44,4.5936,4.0
7,379,16,10.44,4.176,4.0
7,381,24,10.44,4.4892,4.0
7,382,17,10.44,3.7584,4.0
7,387,13,5.22,2.1924,2.0
7,412,15,7.83,3.6018,3.0
7,413,7,10.44,4.698,4.0
7,418,3,10.44,3.5496,4.0
7,423,13,10.44,3.7584,4.0
7,423,16,7.83,3.6801,3.0
7,428,24,10.44,3.654,4.0
7,436,15,7.83,3.7584,3.0
7,438,13,5.22,2.2968,2.0
7,440,3,7.83,3.0537,3.0
7,446,6,5.22,1.827,2.0
7,457,11,5.22,2.0358,2.0
7,461,7,7.83,3.7584,3.0
7,469,24,5.22,2.0358,2.0
7,471,16,7.83,2.8188,3.0
7,471,17,10.44,3.7584,4.0
7,480,16,20.88,7.6212,8.0
7,495,7,7.83,2.5056,3.0
7,501,11,10.44,3.654,4.0
7,508,23,5.22,1.6704,2.0
7,511,3,10.44,4.5936,4.0
7,519,13,5.22,2.1924,2.0
7,529,7,7.83,2.9754,3.0
7,538,17,7.83,3.2886,3.0
7,539,7,10.44,3.9672,4.0
7,553,13,7.83,2.6622,3.0
7,561,11,5.22,2.4012,2.0
7,570,16,10.44,4.9068,4.0
7,575,6,10.44,5.1156,4.0
7,582,17,10.44,3.5496,4.0
7,590,23,5.22,2.1402,2.0
7,591,11,5.22,1.8792,2.0
7,593,17,5.22,1.7226,2.0
7,602,13,5.22,1.6704,2.0
7,617,15,10.44,4.0716,4.0
7,627,13,7.83,2.7405,3.0
7,629,16,7.83,3.0537,3.0
7,654,6,5.22,2.1402,2.0
7,665,17,5.22,2.088,2.0
7,672,7,7.83,3.6801,3.0
7,679,23,5.22,1.9836,2.0
7,686,11,7.83,2.8971,3.0
7,687,15,5.22,2.349,2.0
7,691,17,5.22,2.1402,2.0
7,692,17,7.83,2.349,3.0
7,695,22,5.22,2.088,2.0
7,696,6,10.44,3.654,4.0
7,698,3,5.22,2.0358,2.0
7,705,23,10.44,4.4892,4.0
7,711,13,7.83,2.6622,3.0
7,720,6,10.44,3.7584,4.0
7,720,11,5.22,1.9314,2.0
7,721,3,7.83,3.6018,3.0
7,724,17,7.83,3.7584,3.0
7,725,14,5.22,2.0358,2.0
8,371,15,10.36,4.4548,4.0
8,381,24,7.77,3.7296,3.0
8,383,24,5.18,1.9166,2.0
8,387,16,12.95,6.216,5.0
8,391,15,7.77,2.7972,3.0
8,391,23,10.36,4.4548,4.0
8,404,6,10.36,3.2116,4.0
8,409,7,10.36,3.5224,4.0
8,411,3,10.36,4.4548,4.0
8,414,6,7.77,3.4965,3.0
8,421,23,10.36,3.5224,4.0
8,430,11,5.18,2.072,2.0
8,441,16,5.18,2.4864,2.0
8,470,13,7.77,3.3411,3.0
8,472,6,7.77,2.8749,3.0
8,478,6,5.18,1.8648,2.0
8,482,16,5.18,2.1756,2.0
8,483,23,5.18,2.4864,2.0
8,487,7,7.77,3.5742,3.0
8,491,13,7.77,3.5742,3.0
8,507,6,15.54,4.8174,6.0
8,507,15,7.77,3.4188,3.0
8,519,13,7.77,2.7972,3.0
8,529,6,12.95,3.885,5.0
8,531,16,7.77,3.8073,3.0
8,537,11,10.36,4.8692,4.0
8,538,17,10.36,4.5584,4.0
8,539,17,7.77,3.0303,3.0
8,548,3,7.77,3.885,3.0
8,561,24,15.54,5.7498,6.0
8,574,13,15.54,7.0448,6.0
8,574,16,10.36,4.8692,4.0
8,580,24,7.77,3.3411,3.0
8,584,13,5.18,2.1756,2.0
8,589,15,7.77,3.108,3.0
8,591,11,7.77,2.9526,3.0
8,600,17,7.77,2.8749,3.0
8,610,13,10.36,3.9368,4.0
8,611,15,5.18,2.4346,2.0
8,615,7,10.36,4.144,4.0
8,616,11,7.77,3.4965,3.0
8,619,6,10.36,3.7296,4.0
8,627,13,5.18,2.2274,2.0
8,653,17,10.36,4.5584,4.0
8,676,3,5.18,2.072,2.0
8,678,24,10.36,4.9728,4.0
8,680,6,7.77,3.8073,3.0
8,681,2,5.18,2.5382,2.0
8,683,7,7.77,3.1857,3.0
8,685,11,10.36,3.626,4.0
8,688,2,2.59,0.8547,1.0
8,695,13,7.77,3.1857,3.0
8,698,3,7.77,2.6418,3.0
8,704,7,7.77,2.7972,3.0
8,710,7,10.36,3.2116,4.0
8,711,11,7.77,2.4087,3.0
8,714,13,7.77,3.4188,3.0
8,716,6,7.77,3.4965,3.0
8,721,17,7.77,3.0303,3.0
9,376,24,4.84,1.8876,2.0
9,377,13,7.26,2.3232,3.0
9,382,17,12.1,3.63,5.0
9,385,7,4.84,1.7908,2.0
9,400,13,7.26,2.6136,3.0
9,415,16,9.68,3.6784,4.0
9,416,17,7.26,3.5574,3.0
9,437,3,7.26,2.3958,3.0
9,460,3,7.26,2.4684,3.0
9,463,17,7.26,2.8314,3.0
9,470,11,12.1,5.686999999999999,5.0
9,488,24,9.68,4.4528,4.0
9,495,17,9.68,4.5496,4.0
9,502,7,7.26,2.178,3.0
9,513,15,7.26,2.4684,3.0
9,531,16,9.68,3.9688,4.0
9,532,6,9.68,3.4848,4.0
9,545,2,4.84,1.936,2.0
9,545,23,7.26,2.541,3.0
9,549,16,4.84,2.1296,2.0
9,556,3,12.1,5.324,5.0
9,558,24,7.26,2.6862,3.0
9,564,24,4.84,1.9844,2.0
9,567,13,4.84,2.0328,2.0
9,569,24,9.68,4.4528,4.0
9,579,7,7.26,2.3232,3.0
9,582,7,7.26,2.3958,3.0
9,591,3,9.68,4.1624,4.0
9,594,24,9.68,3.2912,4.0
9,596,3,9.68,3.7268,4.0
9,596,15,7.26,3.0492,3.0
9,615,24,4.84,1.936,2.0
9,627,13,7.26,3.0492,3.0
9,631,17,7.26,3.0492,3.0
9,654,16,7.26,2.9766,3.0
9,657,22,2.42,1.1858,1.0
9,680,17,4.84,1.5972,2.0
9,685,11,7.26,3.4848,3.0
9,685,24,4.84,1.7908,2.0
9,706,15,4.84,2.178,2.0
9,722,13,7.26,3.0492,3.0
9,726,22,4.84,1.7908,2.0
9,729,7,4.84,1.694,2.0
10,371,7,2.84,0.9372,2.0
10,372,24,5.68,2.1584,4.0
10,386,7,8.52,2.9252000000000002,6.0
10,391,16,2.84,1.0792,2.0
10,400,24,2.84,0.9656,2.0
10,404,24,2.84,0.994,2.0
10,414,17,7.1,2.627,5.0
10,429,13,5.68,2.4992,4.0
10,445,3,5.68,1.7608,4.0
10,453,13,2.84,1.0508,2.0
10,453,17,4.26,1.4484,3.0
10,463,17,4.26,2.0022,3.0
10,466,11,2.84,1.136,2.0
10,468,23,2.84,1.0224,2.0
10,472,6,4.26,1.3632,3.0
10,476,6,4.26,1.917,3.0
10,495,13,9.94,3.2944,7.0
10,495,17,2.84,1.3632,2.0
10,497,11,5.68,2.272,4.0
10,501,16,4.26,1.8744,3.0
10,507,15,5.68,1.8176,4.0
10,515,17,4.26,1.5762,3.0
10,534,13,2.84,1.1928,2.0
10,553,13,4.26,1.3206,3.0
10,559,24,5.68,2.4424,4.0
10,574,16,5.68,2.1584,4.0
10,600,17,4.26,1.7466,3.0
10,607,3,2.84,1.3064,2.0
10,611,3,2.84,1.3916,2.0
10,615,7,7.1,2.556,5.0
10,619,11,4.26,1.917,3.0
10,620,14,2.84,1.42,2.0
10,623,3,4.26,1.704,3.0
10,626,13,5.68,2.7264,4.0
10,645,17,4.26,1.8744,3.0
10,658,6,5.68,1.8744,4.0
10,658,24,2.84,0.9088,2.0
10,680,6,5.68,2.4992,4.0
10,685,11,4.26,1.5762,3.0
10,686,23,9.94,4.3309999999999995,7.0
10,688,13,4.26,1.4484,3.0
10,692,16,4.26,1.3632,3.0
10,695,24,4.26,1.8744,3.0
10,698,11,4.26,1.491,3.0
10,700,13,7.1,2.8684000000000003,5.0
10,702,7,5.68,2.4992,4.0
10,705,23,5.68,2.6696,4.0
10,728,13,5.68,2.7832,4.0
10,728,22,1.42,0.5822,1.0
11,373,11,14.04,6.8796,4.0
11,376,24,14.04,4.7736,4.0
11,377,13,17.55,7.1955,5.0
11,384,15,10.53,3.8961,3.0
11,386,13,10.53,3.2643,3.0
11,389,13,10.53,3.7908,3.0
11,400,13,7.02,2.8782,2.0
11,402,24,10.53,4.9491,3.0
11,409,6,17.55,7.5465,5.0
11,423,13,10.53,5.0544,3.0
11,428,24,10.53,3.8961,3.0
11,430,15,10.53,3.4749,3.0
11,438,7,10.53,3.7908,3.0
11,440,3,7.02,2.457,2.0
11,453,13,14.04,4.7736,4.0
11,453,17,14.04,6.7392,4.0
11,469,6,7.02,2.2464,2.0
11,469,24,7.02,2.3166,2.0
11,470,13,14.04,4.3524,4.0
11,480,16,14.04,6.5988,4.0
11,480,23,14.04,5.7564,4.0
11,482,16,10.53,5.0544,3.0
11,485,15,10.53,4.9491,3.0
11,488,24,31.59,10.3194,9.0
11,495,7,14.04,6.4584,4.0
11,501,16,14.04,4.4928,4.0
11,505,6,14.04,5.7564,4.0
11,508,13,14.04,5.4756,4.0
11,522,7,14.04,5.7564,4.0
11,529,6,10.53,4.5279,3.0
11,537,24,7.02,2.5974,2.0
11,545,23,7.02,3.0186,2.0
11,548,6,7.02,2.7378,2.0
11,553,14,7.02,2.3166,2.0
11,587,22,7.02,3.0186,2.0
11,591,3,7.02,2.6676,2.0
11,593,17,10.53,3.159,3.0
11,596,3,7.02,3.51,2.0
11,605,13,7.02,2.5974,2.0
11,613,15,7.02,3.4398,2.0
11,629,16,10.53,4.6332,3.0
11,632,17,10.53,3.7908,3.0
11,636,15,17.55,7.722,5.0
11,641,13,10.53,4.9491,3.0
11,643,23,10.53,4.8438,3.0
11,646,6,17.55,8.073,5.0
11,651,3,21.06,7.0550999999999995,6.0
11,655,3,14.04,4.7736,4.0
11,656,16,10.53,4.212,3.0
11,658,7,14.04,4.6332,4.0
11,659,14,7.02,3.0888,2.0
11,663,6,14.04,4.3524,4.0
11,666,3,17.55,5.967,5.0
11,677,7,14.04,4.3524,4.0
11,678,7,14.04,6.5988,4.0
11,680,17,10.53,4.9491,3.0
11,685,11,14.04,6.8796,4.0
11,689,23,10.53,4.1067,3.0
11,695,22,7.02,3.0888,2.0
11,703,23,14.04,5.8968,4.0
11,707,17,14.04,4.4928,4.0
11,711,13,10.53,4.9491,3.0
11,713,6,7.02,2.1762,2.0
11,716,6,14.04,4.7736,4.0
11,716,11,14.04,5.3352,4.0
11,718,22,7.02,3.2292,2.0
11,719,7,14.04,6.1776,4.0
11,721,3,10.53,4.6332,3.0
11,721,16,10.53,5.0544,3.0
11,721,17,14.04,6.318,4.0
11,725,2,7.02,2.8782,2.0
12,375,23,4.62,2.31,3.0
12,376,24,7.7,3.311,5.0
12,377,13,6.16,2.8952,4.0
12,382,17,4.62,1.5708,3.0
12,386,16,4.62,1.617,3.0
12,394,11,4.62,2.1714,3.0
12,401,15,6.16,2.3408,4.0
12,427,7,3.08,1.386,2.0
12,438,7,6.16,2.8336,4.0
12,445,3,3.08,1.4168,2.0
12,445,6,3.08,1.1704,2.0
12,446,13,9.24,3.696,6.0
12,447,17,3.08,0.9856,2.0
12,450,6,6.16,2.9568,4.0
12,453,13,3.08,0.9856,2.0
12,460,3,4.62,1.7094,3.0
12,460,24,6.16,1.9712,4.0
12,468,15,4.62,2.1714,3.0
12,480,16,4.62,2.1714,3.0
12,482,3,4.62,2.2176,3.0
12,482,16,4.62,2.2638,3.0
12,489,23,3.08,1.2936,2.0
12,493,24,6.16,2.464,4.0
12,508,23,6.16,2.9568,4.0
12,515,17,4.62,1.848,3.0
12,521,24,3.08,1.1704,2.0
12,523,13,4.62,2.2638,3.0
12,524,7,4.62,1.617,3.0
12,528,3,3.08,1.386,2.0
12,532,17,13.86,5.2206,9.0
12,557,7,6.16,2.8336,4.0
12,561,24,3.08,1.078,2.0
12,570,7,4.62,2.2638,3.0
12,583,6,4.62,1.7556,3.0
12,586,13,6.16,2.772,4.0
12,595,23,6.16,2.2792,4.0
12,605,13,7.7,2.464,5.0
12,608,7,4.62,1.848,3.0
12,611,16,3.08,1.2628,2.0
12,613,15,6.16,2.0944,4.0
12,619,6,6.16,3.08,4.0
12,619,13,4.62,1.4322,3.0
12,636,11,4.62,1.617,3.0
12,641,13,6.16,2.9568,4.0
12,649,17,6.16,2.7104,4.0
12,660,13,3.08,1.2936,2.0
12,661,15,4.62,2.31,3.0
12,661,24,4.62,1.5708,3.0
12,673,17,6.16,2.8336,4.0
12,679,24,7.7,2.695,5.0
12,683,7,4.62,1.7094,3.0
12,695,13,4.62,1.7094,3.0
12,697,15,6.16,2.8336,4.0
12,698,11,6.16,2.156,4.0
12,711,3,3.08,1.4476,2.0
12,711,11,3.08,1.0472,2.0
12,716,11,6.16,2.6488,4.0
12,718,24,4.62,1.5708,3.0
13,377,13,18.55,8.0295,7.0
13,379,3,5.3,2.332,2.0
13,379,17,5.3,2.332,2.0
13,381,24,5.3,1.961,2.0
13,384,15,10.6,3.18,4.0
13,385,7,5.3,2.544,2.0
13,411,23,10.6,4.558,4.0
13,412,7,7.95,2.9415,3.0
13,428,11,7.95,3.1005,3.0
13,430,2,2.65,1.113,1.0
13,437,3,10.6,3.71,4.0
13,438,7,5.3,2.279,2.0
13,442,3,10.6,4.452,4.0
13,443,17,7.95,2.862,3.0
13,444,3,13.25,4.3725,5.0
13,446,13,7.95,3.8955,3.0
13,464,13,5.3,2.014,2.0
13,471,16,10.6,4.24,4.0
13,477,3,10.6,4.77,4.0
13,483,22,5.3,2.597,2.0
13,507,6,7.95,2.703,3.0
13,523,13,7.95,2.703,3.0
13,529,7,10.6,3.498,4.0
13,533,17,10.6,3.18,4.0
13,534,13,7.95,2.9415,3.0
13,534,15,7.95,2.862,3.0
13,535,16,7.95,3.4185,3.0
13,536,11,7.95,2.544,3.0
13,567,13,13.25,4.558,5.0
13,582,17,7.95,2.544,3.0
13,593,7,7.95,3.4185,3.0
13,599,24,5.3,2.173,2.0
13,608,7,5.3,1.908,2.0
13,610,13,7.95,3.2595,3.0
13,629,17,7.95,2.7825,3.0
13,632,3,10.6,4.346,4.0
13,644,22,2.65,0.954,1.0
13,645,17,5.3,2.491,2.0
13,654,16,7.95,2.9415,3.0
13,657,14,5.3,1.643,2.0
13,660,13,10.6,3.286,4.0
13,660,17,10.6,3.71,4.0
13,676,3,5.3,1.802,2.0
13,677,7,5.3,1.643,2.0
13,685,3,7.95,2.703,3.0
13,686,13,7.95,3.339,3.0
13,691,23,7.95,2.6235,3.0
13,692,17,7.95,3.021,3.0
13,700,13,10.6,5.194,4.0
13,720,11,5.3,1.643,2.0
13,728,13,5.3,2.067,2.0
13,728,22,7.95,2.6235,3.0
13,729,7,5.3,2.438,2.0
14,377,17,3.86,1.3124,2.0
14,386,16,7.72,2.702,4.0
14,387,13,5.79,2.895,3.0
14,387,16,5.79,2.895,3.0
14,402,24,3.86,1.5054,2.0
14,408,11,3.86,1.6984,2.0
14,410,7,5.79,2.2581,3.0
14,434,24,7.72,3.5512,4.0
14,440,15,9.65,4.1495,5.0
14,446,7,3.86,1.737,2.0
14,452,24,3.86,1.351,2.0
14,459,17,5.79,2.2581,3.0
14,460,7,3.86,1.1966,2.0
14,461,24,5.79,2.8371,3.0
14,468,15,5.79,2.7792,3.0
14,469,6,13.51,5.3654,7.0
14,483,15,7.72,3.3968,4.0
14,491,16,5.79,1.8528,3.0
14,501,11,9.65,4.246,5.0
14,508,23,7.72,2.6248,4.0
14,519,13,5.79,1.7949,3.0
14,520,3,5.79,2.0265,3.0
14,522,7,5.79,2.5476,3.0
14,522,23,3.86,1.4282,2.0
14,523,14,1.93,0.7141,1.0
14,524,7,5.79,2.6634,3.0
14,552,17,9.65,3.8792999999999997,5.0
14,561,7,3.86,1.8914,2.0
14,574,15,5.79,2.895,3.0
14,575,13,3.86,1.6212,2.0
14,610,13,7.72,3.6284,4.0
14,611,15,3.86,1.5826,2.0
14,624,24,5.79,1.7949,3.0
14,645,17,5.79,2.4318,3.0
14,647,2,5.79,2.0265,3.0
14,649,2,1.93,0.7913,1.0
14,653,16,7.72,3.3968,4.0
14,696,6,5.79,2.6055,3.0
14,707,17,3.86,1.351,2.0
14,707,24,5.79,2.316,3.0
14,711,13,7.72,3.5512,4.0
14,720,24,7.72,3.7056,4.0
15,373,11,9.16,4.122,4.0
15,375,3,4.58,1.6488,2.0
15,377,13,6.87,2.3358,3.0
15,394,2,4.58,1.603,2.0
15,395,17,4.58,2.0152,2.0
15,404,24,4.58,1.4656,2.0
15,407,17,6.87,3.2976,3.0
15,415,16,9.16,3.2976,4.0
15,419,13,6.87,2.1297,3.0
15,443,17,4.58,1.9694,2.0
15,446,11,4.58,2.1984,2.0
15,447,17,6.87,2.061,3.0
15,459,17,6.87,3.2289,3.0
15,460,24,11.45,5.038,5.0
15,463,17,6.87,3.0228,3.0
15,468,13,6.87,2.4732,3.0
15,488,16,6.87,2.8167,3.0
15,494,11,4.58,1.6488,2.0
15,507,3,6.87,2.2671,3.0
15,508,15,9.16,4.0304,4.0
15,513,15,9.16,4.2136,4.0
15,515,13,9.16,3.2976,4.0
15,515,17,4.58,1.8778,2.0
15,519,13,4.58,2.0152,2.0
15,520,3,9.16,4.122,4.0
15,524,15,9.16,3.7556,4.0
15,539,6,9.16,3.9388,4.0
15,553,13,16.03,6.8242,7.0
15,553,15,4.58,1.7862,2.0
