time_id,product_id,store_id,profit_made
383,3,24,1.8923999999999999
386,3,11,1.3197000000000003
400,3,24,1.0457999999999998
428,3,11,1.6932000000000003
439,3,15,1.2948000000000002
440,3,24,1.8259999999999998
446,3,13,3.3366000000000007
447,3,11,2.2908
447,3,17,1.1122
469,3,17,2.2576
472,3,6,1.2948000000000002
483,3,15,1.8923999999999999
500,3,17,1.5936000000000003
515,3,17,1.8923999999999999
527,3,15,1.1288
532,3,6,2.2244
534,3,15,1.7595999999999998
547,3,23,1.6683000000000003
553,3,13,1.6434000000000002
569,3,24,1.8259999999999998
575,3,14,0.9461999999999999
582,3,7,1.0457999999999998
584,3,13,1.6434000000000002
585,3,7,0.9959999999999999
612,3,6,2.1995000000000005
644,3,13,1.7181000000000002
646,3,6,1.7181000000000002
653,3,17,2.1912
658,3,24,1.4193000000000002
661,3,15,1.7181000000000002
661,3,16,1.5189000000000004
661,3,24,2.1995000000000005
677,3,3,2.0915999999999997
696,3,11,2.8635
700,3,13,1.3197000000000003
702,3,22,0.4482
707,3,17,1.4442000000000002
710,3,7,1.6683000000000003
711,3,13,1.4442000000000002
720,3,6,2.0584
720,3,24,2.0584
725,3,16,1.7181000000000002
367,4,6,9.7552
371,4,7,5.7876
372,4,6,3.7128
377,4,17,4.0040000000000004
377,4,24,3.9312
382,4,17,7.425599999999999
391,4,23,6.8796
395,4,17,5.8968
404,4,23,8.2992
413,4,24,7.5348
416,4,15,6.4428
419,4,13,4.8776
423,4,13,4.8776
438,4,13,6.2244
461,4,7,5.46
461,4,24,5.5692
470,4,6,7.2072
470,4,13,3.7128
491,4,16,6.2244
491,4,17,4.2952
495,4,13,8.2992
507,4,15,8.1536
515,4,17,6.6612
520,4,3,6.552
520,4,11,4.2224
521,4,24,8.1536
523,4,13,7.8624
532,4,15,4.8776
539,4,3,5.7876
548,4,6,4.368
570,4,11,5.5692
574,4,13,5.5692
574,4,17,16.4892
575,4,13,4.2952
592,4,17,7.7168
594,4,16,4.4408
601,4,11,5.5692
606,4,15,7.5348
616,4,11,6.1152
627,4,15,12.558
643,4,23,4.0040000000000004
644,4,13,3.7128
645,4,17,5.6784
655,4,15,4.368
661,4,3,9.464
671,4,7,4.2952
684,4,24,9.7552
688,4,2,4.4408
691,4,17,4.5864
692,4,17,5.5692
705,4,16,6.3336
711,4,24,4.5136
716,4,15,5.7876
377,5,13,4.467600000000001
407,5,17,3.0221999999999998
412,5,3,4.4676
414,5,17,4.139100000000001
422,5,7,5.3436
449,5,7,2.9345999999999997
454,5,2,2.4528
460,5,3,7.226999999999999
460,5,24,2.9345999999999997
469,5,6,4.3362
480,5,23,3.7449000000000003
489,5,23,2.8032
490,5,3,4.642799999999999
501,5,11,4.818
502,5,7,2.5404
523,5,14,3.066
524,5,15,4.2048000000000005
531,5,7,4.3362
531,5,16,3.5478
533,5,17,2.847
544,5,17,2.7594
548,5,23,4.7303999999999995
550,5,13,3.4821000000000004
561,5,11,4.599
570,5,16,2.2338
574,5,17,4.9056
582,5,7,2.4528
592,5,11,3.285
601,5,11,4.0077
610,5,13,2.9345999999999997
616,5,24,4.2705
620,5,13,3.066
624,5,24,5.0808
629,5,23,4.139100000000001
632,5,24,3.8763
636,5,16,4.4019
649,5,17,4.467600000000001
654,5,16,4.5552
663,5,6,7.336499999999999
677,5,7,5.1684
687,5,15,6.241499999999999
691,5,16,2.847
714,5,13,3.285
716,5,6,4.9056
377,6,13,2.1735
383,6,11,1.2419999999999998
386,6,11,2.277
387,6,13,1.2879999999999998
402,6,11,2.3115
412,6,3,1.9665000000000001
414,6,3,1.8285000000000002
427,6,13,5.244000000000001
430,6,15,1.2879999999999998
445,6,17,2.1390000000000002
447,6,17,1.8975000000000002
469,6,17,1.15
472,6,6,2.1045000000000003
474,6,11,4.186
480,6,23,2.3459999999999996
482,6,16,2.622
490,6,3,2.346
494,6,15,2.7139999999999995
518,6,24,2.277
527,6,15,1.2879999999999998
533,6,17,2.9899999999999993
539,6,3,2.3805000000000005
544,6,16,2.6679999999999997
545,6,23,2.277
549,6,17,3.6225
550,6,13,2.3805000000000005
574,6,13,1.472
585,6,16,1.9320000000000002
590,6,6,1.7940000000000003
593,6,17,2.53
594,6,24,2.2425
597,6,14,1.2879999999999998
600,6,17,2.3919999999999995
603,6,14,0.6669999999999999
603,6,24,1.3339999999999999
618,6,7,2.8059999999999996
624,6,24,2.277
626,6,13,3.082
627,6,13,1.541
630,6,17,2.2425
632,6,17,1.3569999999999998
636,6,15,1.5179999999999998
677,6,6,2.99
684,6,24,3.0359999999999996
685,6,11,1.4029999999999998
686,6,13,2.1045000000000003
688,6,13,1.8285000000000002
697,6,11,3.1739999999999995
698,6,17,2.1045000000000003
702,6,7,2.5759999999999996
708,6,16,1.9320000000000002
714,6,13,3.082
714,6,23,1.8285000000000002
724,6,17,2.208
726,6,16,2.9899999999999993
728,6,13,1.38
376,7,24,5.846399999999999
379,7,16,6.263999999999999
381,7,24,5.950799999999999
382,7,17,6.6815999999999995
387,7,13,3.0275999999999996
412,7,15,4.2282
413,7,7,5.741999999999999
418,7,3,6.8904
423,7,13,6.6815999999999995
423,7,16,4.149900000000001
428,7,24,6.786
436,7,15,4.0716
438,7,13,2.9231999999999996
440,7,3,4.7763
446,7,6,3.393
457,7,11,3.1841999999999997
461,7,7,4.0716
469,7,24,3.1841999999999997
471,7,16,5.0112000000000005
471,7,17,6.6815999999999995
480,7,16,13.258799999999999
495,7,7,5.324400000000001
501,7,11,6.786
508,7,23,3.5496
511,7,3,5.846399999999999
519,7,13,3.0275999999999996
529,7,7,4.8546
538,7,17,4.541399999999999
539,7,7,6.472799999999999
553,7,13,5.1678
561,7,11,2.8188
570,7,16,5.5332
575,7,6,5.3244
582,7,17,6.8904
590,7,23,3.0797999999999996
591,7,11,3.3407999999999998
593,7,17,3.4974
602,7,13,3.5496
617,7,15,6.368399999999999
627,7,13,5.0895
629,7,16,4.7763
654,7,6,3.0797999999999996
665,7,17,3.1319999999999997
672,7,7,4.149900000000001
679,7,23,3.2363999999999997
686,7,11,4.9329
687,7,15,2.8709999999999996
691,7,17,3.0797999999999996
692,7,17,5.481
695,7,22,3.1319999999999997
696,7,6,6.786
698,7,3,3.1841999999999997
705,7,23,5.950799999999999
711,7,13,5.1678
720,7,6,6.6815999999999995
720,7,11,3.2885999999999997
721,7,3,4.2282
724,7,17,4.0716
725,7,14,3.1841999999999997
371,8,15,5.9052
381,8,24,4.0404
383,8,24,3.2634
387,8,16,6.733999999999999
391,8,15,4.972799999999999
391,8,23,5.9052
404,8,6,7.1484
409,8,7,6.837599999999999
411,8,3,5.9052
414,8,6,4.273499999999999
421,8,23,6.837599999999999
430,8,11,3.1079999999999997
441,8,16,2.6935999999999996
470,8,13,4.4289
472,8,6,4.895099999999999
478,8,6,3.3152
482,8,16,3.0043999999999995
483,8,23,2.6935999999999996
487,8,7,4.1958
491,8,13,4.1958
507,8,6,10.7226
507,8,15,4.3511999999999995
519,8,13,4.972799999999999
529,8,6,9.065
531,8,16,3.9626999999999994
537,8,11,5.490799999999999
538,8,17,5.8016
539,8,17,4.739699999999999
548,8,3,3.885
561,8,24,9.790199999999999
574,8,13,8.495199999999999
574,8,16,5.490799999999999
580,8,24,4.4289
584,8,13,3.0043999999999995
589,8,15,4.661999999999999
591,8,11,4.817399999999999
600,8,17,4.895099999999999
610,8,13,6.4232
611,8,15,2.7453999999999996
615,8,7,6.215999999999999
616,8,11,4.273499999999999
619,8,6,6.6304
627,8,13,2.9526
653,8,17,5.8016
676,8,3,3.1079999999999997
678,8,24,5.387199999999999
680,8,6,3.9626999999999994
681,8,2,2.6418
683,8,7,4.584299999999999
685,8,11,6.734
688,8,2,1.7352999999999998
695,8,13,4.584299999999999
698,8,3,5.1282
704,8,7,4.972799999999999
710,8,7,7.1484
711,8,11,5.3613
714,8,13,4.3511999999999995
716,8,6,4.273499999999999
721,8,17,4.739699999999999
376,9,24,2.9524
377,9,13,4.9368
382,9,17,8.469999999999999
385,9,7,3.0492
400,9,13,4.6464
415,9,16,6.0016
416,9,17,3.7026
437,9,3,4.8642
460,9,3,4.7916
463,9,17,4.428599999999999
470,9,11,6.413
488,9,24,5.2272
495,9,17,5.1304
502,9,7,5.082
513,9,15,4.7916
531,9,16,5.7112
532,9,6,6.1952
545,9,2,2.904
545,9,23,4.718999999999999
549,9,16,2.7104
556,9,3,6.776
558,9,24,4.5738
564,9,24,2.8556
567,9,13,2.8072
569,9,24,5.2272
579,9,7,4.9368
582,9,7,4.8642
591,9,3,5.5176
594,9,24,6.3888
596,9,3,5.9532
596,9,15,4.2108
615,9,24,2.904
627,9,13,4.2108
631,9,17,4.2108
654,9,16,4.2834
657,9,22,1.2342
680,9,17,3.2428
685,9,11,3.7752
685,9,24,3.0492
706,9,15,2.662
722,9,13,4.2108
726,9,22,3.0492
729,9,7,3.146
371,10,7,1.9027999999999998
372,10,24,3.5216
386,10,7,5.594799999999999
391,10,16,1.7608
400,10,24,1.8743999999999998
404,10,24,1.8459999999999999
414,10,17,4.473
429,10,13,3.1807999999999996
445,10,3,3.9192
453,10,13,1.7892
453,10,17,2.8116
463,10,17,2.2577999999999996
466,10,11,1.704
468,10,23,1.8175999999999999
472,10,6,2.8968
476,10,6,2.343
495,10,13,6.6456
495,10,17,1.4768
497,10,11,3.408
501,10,16,2.3855999999999997
507,10,15,3.8623999999999996
515,10,17,2.6837999999999997
534,10,13,1.6471999999999998
553,10,13,2.9394
559,10,24,3.2375999999999996
574,10,16,3.5216
600,10,17,2.5134
607,10,3,1.5335999999999999
611,10,3,1.4484
615,10,7,4.544
619,10,11,2.343
620,10,14,1.42
623,10,3,2.556
626,10,13,2.9536
645,10,17,2.3855999999999997
658,10,6,3.8055999999999996
658,10,24,1.9311999999999998
680,10,6,3.1807999999999996
685,10,11,2.6837999999999997
686,10,23,5.609
688,10,13,2.8116
692,10,16,2.8968
695,10,24,2.3855999999999997
698,10,11,2.7689999999999997
700,10,13,4.231599999999999
702,10,7,3.1807999999999996
705,10,23,3.0103999999999997
728,10,13,2.8968
728,10,22,0.8377999999999999
373,11,11,7.160399999999999
376,11,24,9.266399999999999
377,11,13,10.354500000000002
384,11,15,6.633899999999999
386,11,13,7.265699999999999
389,11,13,6.739199999999999
400,11,13,4.1418
402,11,24,5.5809
409,11,6,10.0035
423,11,13,5.475599999999999
428,11,24,6.633899999999999
430,11,15,7.0550999999999995
438,11,7,6.739199999999999
440,11,3,4.563
453,11,13,9.266399999999999
453,11,17,7.300799999999999
469,11,6,4.7736
469,11,24,4.703399999999999
470,11,13,9.6876
480,11,16,7.441199999999999
480,11,23,8.2836
482,11,16,5.475599999999999
485,11,15,5.5809
488,11,24,21.2706
495,11,7,7.581599999999999
501,11,16,9.5472
505,11,6,8.2836
508,11,13,8.5644
522,11,7,8.2836
529,11,6,6.0020999999999995
537,11,24,4.422599999999999
545,11,23,4.001399999999999
548,11,6,4.2822
553,11,14,4.703399999999999
587,11,22,4.001399999999999
591,11,3,4.352399999999999
593,11,17,7.3709999999999996
596,11,3,3.51
605,11,13,4.422599999999999
613,11,15,3.5801999999999996
629,11,16,5.896799999999999
632,11,17,6.739199999999999
636,11,15,9.828
641,11,13,5.5809
643,11,23,5.6861999999999995
646,11,6,9.477
651,11,3,14.0049
655,11,3,9.266399999999999
656,11,16,6.318
658,11,7,9.406799999999999
659,11,14,3.9311999999999996
663,11,6,9.6876
666,11,3,11.583000000000002
677,11,7,9.6876
678,11,7,7.441199999999999
680,11,17,5.5809
685,11,11,7.160399999999999
689,11,23,6.423299999999999
695,11,22,3.9311999999999996
703,11,23,8.1432
707,11,17,9.5472
711,11,13,5.5809
713,11,6,4.8438
716,11,6,9.266399999999999
716,11,11,8.704799999999999
718,11,22,3.7907999999999995
719,11,7,7.862399999999999
721,11,3,5.896799999999999
721,11,16,5.475599999999999
721,11,17,7.7219999999999995
725,11,2,4.1418
375,12,23,2.31
376,12,24,4.389
377,12,13,3.2648
382,12,17,3.0492
386,12,16,3.003
394,12,11,2.4486
401,12,15,3.8192
427,12,7,1.6940000000000002
438,12,7,3.3264
445,12,3,1.6632
445,12,6,1.9096
446,12,13,5.5440000000000005
447,12,17,2.0944000000000003
450,12,6,3.2032000000000003
453,12,13,2.0944000000000003
460,12,3,2.9106
460,12,24,4.1888000000000005
468,12,15,2.4486
480,12,16,2.4486
482,12,3,2.4024
482,12,16,2.3562000000000003
489,12,23,1.7864
493,12,24,3.696
508,12,23,3.2032000000000003
515,12,17,2.7720000000000002
521,12,24,1.9096
523,12,13,2.3562000000000003
524,12,7,3.003
528,12,3,1.6940000000000002
532,12,17,8.639399999999998
557,12,7,3.3264
561,12,24,2.002
570,12,7,2.3562000000000003
583,12,6,2.8644
586,12,13,3.3880000000000003
595,12,23,3.8808000000000002
605,12,13,5.236000000000001
608,12,7,2.7720000000000002
611,12,16,1.8172000000000001
613,12,15,4.0656
619,12,6,3.08
619,12,13,3.1878
636,12,11,3.003
641,12,13,3.2032000000000003
649,12,17,3.4496
660,12,13,1.7864
661,12,15,2.31
661,12,24,3.0492
673,12,17,3.3264
679,12,24,5.005000000000001
683,12,7,2.9106
695,12,13,2.9106
697,12,15,3.3264
698,12,11,4.004
711,12,3,1.6324
711,12,11,2.0328
716,12,11,3.5112
718,12,24,3.0492
377,13,13,10.5205
379,13,3,2.968
379,13,17,2.968
381,13,24,3.3389999999999995
384,13,15,7.42
385,13,7,2.756
411,13,23,6.042
412,13,7,5.0085
428,13,11,4.849500000000001
430,13,2,1.537
437,13,3,6.89
438,13,7,3.021
442,13,3,6.148
443,13,17,5.088
444,13,3,8.877500000000001
446,13,13,4.0545
464,13,13,3.286
471,13,16,6.359999999999999
477,13,3,5.83
483,13,22,2.703
507,13,6,5.247
523,13,13,5.247
529,13,7,7.101999999999999
533,13,17,7.42
534,13,13,5.0085
534,13,15,5.088
535,13,16,4.5315
536,13,11,5.406000000000001
567,13,13,8.692
582,13,17,5.406000000000001
593,13,7,4.5315
599,13,24,3.127
608,13,7,3.392
610,13,13,4.6905
629,13,17,5.1675
632,13,3,6.254
644,13,22,1.696
645,13,17,2.8089999999999997
654,13,16,5.0085
657,13,14,3.657
660,13,13,7.314
660,13,17,6.89
676,13,3,3.4979999999999998
677,13,7,3.657
685,13,3,5.247
686,13,13,4.611000000000001
691,13,23,5.3265
692,13,17,4.929
700,13,13,5.406
720,13,11,3.657
728,13,13,3.2329999999999997
728,13,22,5.3265
729,13,7,2.8619999999999997
377,14,17,2.5476
386,14,16,5.018
387,14,13,2.895
387,14,16,2.895
402,14,24,2.3545999999999996
408,14,11,2.1616
410,14,7,3.5319
434,14,24,4.168799999999999
440,14,15,5.500500000000001
446,14,7,2.1229999999999998
452,14,24,2.509
459,14,17,3.5319
460,14,7,2.6633999999999998
461,14,24,2.9529
468,14,15,3.0108
469,14,6,8.1446
483,14,15,4.3232
491,14,16,3.9372
501,14,11,5.404
508,14,23,5.0952
519,14,13,3.9951
520,14,3,3.7635
522,14,7,3.2424
522,14,23,2.4318
523,14,14,1.2159
524,14,7,3.1266
552,14,17,5.770700000000001
561,14,7,1.9686
574,14,15,2.895
575,14,13,2.2388
610,14,13,4.0916
611,14,15,2.2774
624,14,24,3.9951
645,14,17,3.3582
647,14,2,3.7635
649,14,2,1.1387
653,14,16,4.3232
696,14,6,3.1845
707,14,17,2.509
707,14,24,3.474
711,14,13,4.168799999999999
720,14,24,4.0144
373,15,11,5.038
375,15,3,2.9312
377,15,13,4.5342
394,15,2,2.9770000000000003
395,15,17,2.5648
404,15,24,3.1144
407,15,17,3.5724
415,15,16,5.8624
419,15,13,4.7402999999999995
443,15,17,2.6106
446,15,11,2.3816
447,15,17,4.809
459,15,17,3.6411000000000002
460,15,24,6.411999999999999
463,15,17,3.8472
468,15,13,4.396800000000001
488,15,16,4.0533
494,15,11,2.9312
507,15,3,4.6029
508,15,15,5.1296
513,15,15,4.946400000000001
515,15,13,5.8624
515,15,17,2.7022000000000004
519,15,13,2.5648
520,15,3,5.038
524,15,15,5.404400000000001
539,15,6,5.2212
553,15,13,9.2058
553,15,15,2.7938
557,15,7,4.2594
575,15,3,2.8396
585,15,16,3.9159
620,15,13,4.7402999999999995
622,15,24,2.4274
632,15,2,3.8472
649,15,17,3.7098
658,15,7,5.404400000000001
671,15,7,4.1907
692,15,17,7.9005
695,15,16,4.7402999999999995
698,15,11,6.412
703,15,23,3.8472
716,15,6,4.396800000000001
729,15,6,4.5342
369,16,7,7.6983
376,16,24,7.468500000000001
379,16,15,8.8856
379,16,16,12.409199999999998
404,16,6,7.928100000000001
418,16,3,5.1322
422,16,7,7.9664
430,16,11,7.238700000000001
446,16,13,4.0598
447,16,22,1.9533
448,16,11,6.549300000000001
453,16,13,8.043
457,16,11,5.2088
462,16,3,7.5834
495,16,13,5.745
497,16,11,5.2088
523,16,13,7.5834
544,16,16,7.928100000000001
544,16,17,8.7324
551,16,17,8.043
579,16,7,5.8599000000000006
606,16,15,6.6642
626,16,13,6.549300000000001
627,16,6,7.8132
632,16,16,9.3452
636,16,15,8.7324
643,16,23,10.5708
647,16,24,6.2046
654,16,6,8.5792
672,16,7,4.596
673,16,17,10.723999999999998
678,16,24,7.8132
687,16,15,9.8048
695,16,24,8.5792
705,16,16,17.7329
705,16,23,7.8132
718,16,13,10.1112
722,16,11,9.4984
727,16,3,7.3536
371,17,23,6.458400000000001
372,17,3,6.279000000000001
376,17,24,3.7674000000000003
377,17,13,6.219200000000001
377,17,17,5.023200000000001
383,17,6,6.338800000000001
391,17,16,5.830500000000001
395,17,17,5.6511000000000005
420,17,24,8.013200000000001
422,17,7,10.166
440,17,3,7.534800000000001
445,17,3,5.4717
446,17,13,14.3819
447,17,15,6.458400000000001
453,17,17,4.7541
479,17,17,8.372
488,17,16,7.654400000000001
493,17,24,5.561400000000001
494,17,11,3.3488
503,17,16,6.6976
507,17,3,3.8870000000000005
519,17,13,6.279000000000001
544,17,16,5.920200000000001
550,17,15,3.6478000000000006
552,17,17,3.8870000000000005
567,17,7,4.6644000000000005
580,17,24,6.099600000000001
586,17,13,5.920200000000001
593,17,7,5.4717
601,17,24,3.3488
602,17,23,3.8272000000000004
612,17,6,4.485
619,17,6,4.066400000000001
619,17,13,4.7541
621,17,23,5.2026
626,17,13,7.624499999999999
627,17,13,3.3488
629,17,17,3.5880000000000005
630,17,17,4.066400000000001
631,17,17,7.893600000000001
632,17,24,5.292300000000001
636,17,16,5.4717
642,17,15,8.013200000000001
671,17,7,3.0498000000000003
672,17,7,4.6644000000000005
680,17,17,5.023200000000001
685,17,16,5.830500000000001
686,17,11,3.2292000000000005
694,17,16,6.338800000000001
704,17,7,6.189300000000001
704,17,14,3.2890000000000006
706,17,15,5.7408
713,17,6,4.7541
727,17,24,7.4152000000000005
728,17,13,6.936800000000001
372,18,24,2.7234
383,18,24,6.1944
387,18,13,3.471
389,18,13,4.0851
412,18,7,2.937
416,18,13,4.2453
416,18,15,4.8861
429,18,13,2.8836
438,18,13,4.8861
446,18,2,1.8155999999999999
453,18,13,3.471
468,18,13,3.0438
469,18,24,5.6604
473,18,13,6.4079999999999995
482,18,16,4.6457999999999995
483,18,23,4.6457999999999995
487,18,7,4.6457999999999995
488,18,11,2.937
491,18,13,3.6311999999999998
495,18,13,3.4175999999999997
533,18,3,6.8351999999999995
534,18,13,4.805999999999999
539,18,7,5.5268999999999995
553,18,13,3.3642
561,18,7,4.4856
585,18,16,6.942
594,18,24,3.2574
603,18,24,12.655799999999997
616,18,11,5.2866
616,18,24,3.6845999999999997
627,18,6,5.4468
629,18,14,1.6821
654,18,6,7.2623999999999995
674,18,13,4.4856
674,18,15,5.4468
676,18,3,2.7767999999999997
678,18,24,7.0488
684,18,24,10.786799999999998
690,18,22,1.5753
691,18,16,5.0463000000000005
691,18,17,3.0972
692,18,17,4.805999999999999
705,18,23,5.6604
726,18,22,3.5244
368,19,23,4.2745999999999995
372,19,6,4.8807
383,19,11,5.2635000000000005
400,19,24,6.699
411,19,3,3.5728
412,19,3,5.4549
440,19,15,5.4549
444,19,23,4.0832
453,19,17,4.8807
459,19,17,4.4022
464,19,13,5.4549
475,19,3,3.3176
488,19,16,5.072100000000001
495,19,13,7.656
495,19,17,6.6352
501,19,11,8.8044
519,19,13,7.9112
521,19,16,8.0388
532,19,15,4.9764
535,19,16,8.6768
536,19,11,6.603300000000001
548,19,6,10.846
553,19,13,5.167800000000001
570,19,23,4.4022
574,19,13,14.163599999999999
582,19,13,3.7641999999999998
585,19,16,6.7627999999999995
590,19,6,5.4549
593,19,7,7.1456
601,19,24,7.2732
610,19,13,6.699
611,19,3,8.6768
615,19,7,3.5728
616,19,24,7.5283999999999995
619,19,13,4.4022
623,19,3,6.4119
627,19,6,4.8807
640,19,22,4.4022
641,19,13,16.0776
665,19,17,3.2538
671,19,7,6.0291
685,19,11,6.4119
685,19,16,10.527
685,19,24,7.656
686,19,11,6.8904
701,19,6,7.9112
702,19,7,14.386899999999999
704,19,7,6.603300000000001
705,19,16,3.3176
713,19,6,3.2538
714,19,13,3.9556
716,19,2,4.4022
721,19,3,6.6352
386,20,16,7.561599999999999
395,20,14,3.7251999999999996
405,20,13,7.923
426,20,16,8.201
429,20,13,6.227199999999999
440,20,15,5.893599999999999
445,20,3,4.6704
445,20,17,4.17
468,20,23,6.227199999999999
472,20,6,5.0874
483,20,23,3.5027999999999997
495,20,7,6.0047999999999995
505,20,15,5.7546
520,20,3,7.228
520,20,11,7.506
523,20,13,2.9467999999999996
539,20,6,9.9524
544,20,16,5.2542
550,20,15,6.449599999999999
552,20,17,4.7538
559,20,24,5.2542
561,20,24,3.5027999999999997
574,20,17,6.5607999999999995
586,20,13,3.3915999999999995
589,20,15,4.6704
594,20,24,3.8363999999999994
596,20,15,6.0047999999999995
600,20,11,3.5584
600,20,17,4.7538
601,20,24,3.2803999999999998
602,20,13,6.227199999999999
622,20,24,7.228
626,20,13,3.058
627,20,15,4.6704
629,20,3,3.5584
632,20,17,5.893599999999999
644,20,13,5.0874
646,20,3,5.1708
646,20,6,3.3915999999999995
653,20,16,5.1708
654,20,11,7.450399999999999
654,20,15,6.671999999999999
656,20,14,1.5845999999999998
674,20,15,3.5584
677,20,6,5.004
681,20,3,4.4201999999999995
691,20,16,3.3359999999999994
718,20,13,3.6695999999999995
373,21,11,4.6833
379,21,15,6.4308
382,21,17,5.6852
389,21,13,3.7047000000000003
400,21,15,5.126
404,21,24,5.9648
413,21,7,3.5649
416,21,13,2.7960000000000003
434,21,24,6.4308
438,21,13,4.0542
444,21,3,3.9144
445,21,3,4.5435
446,21,13,4.1241
447,21,15,7.9686
448,21,11,5.219200000000001
469,21,17,4.893000000000001
473,21,13,4.7532
479,21,17,3.0756
487,21,13,6.3376
488,21,24,3.495
506,21,14,1.1883000000000001
507,21,6,4.5435
507,21,15,2.6096000000000004
518,21,24,4.7532
519,21,13,2.563
531,21,16,6.1512
533,21,3,4.5435
535,21,11,4.5435
538,21,17,4.8231
561,21,7,4.6833
564,21,6,4.0542
570,21,15,2.7028
574,21,13,4.5435
574,21,16,5.7784
581,21,16,3.5649
582,21,13,2.3766000000000003
595,21,15,3.5649
597,21,3,5.0328
605,21,13,5.4056
619,21,13,3.6348000000000003
621,21,3,3.7047000000000003
630,21,17,3.0756
632,21,16,4.9396
641,21,13,6.244400000000001
653,21,2,1.2349
655,21,3,3.7746000000000004
655,21,13,3.1222000000000003
658,21,6,4.403700000000001
665,21,17,4.2639
672,21,7,4.7532000000000005
679,21,23,5.219200000000001
679,21,24,4.6134
681,21,3,3.1222000000000003
685,21,3,4.8231
685,21,16,4.5435
691,21,16,4.5435
695,21,16,3.0756
703,21,23,6.524
704,21,7,2.7028
710,21,7,2.33
716,21,6,3.7746000000000004
718,21,13,5.219200000000001
718,21,24,5.3124
721,21,3,3.9144
722,21,11,4.403700000000001
724,21,17,7.8055
727,21,23,3.9144
371,22,7,2.7938
375,22,23,3.0686
385,22,7,3.5037000000000003
391,22,15,2.8853999999999997
395,22,2,3.7785
412,22,3,3.5037000000000003
412,22,7,8.1066
413,22,22,1.4656
414,22,6,6.1372
423,22,16,4.6716
427,22,13,4.7632
430,22,11,2.7022000000000004
439,22,6,3.9846
475,22,7,3.6411000000000002
479,22,2,2.7022000000000004
490,22,3,2.8853999999999997
497,22,11,5.7707999999999995
505,22,6,4.7632
532,22,17,4.3281
538,22,17,3.0686
539,22,7,5.7707999999999995
539,22,17,2.3358
600,22,17,3.5724
604,22,17,4.7632
608,22,7,5.038
616,22,11,3.8472
626,22,13,5.496
632,22,17,9.4806
648,22,22,1.5114
655,22,11,2.519
672,22,7,9.9844
679,22,2,2.8853999999999997
679,22,24,8.6562
688,22,13,5.8624
691,22,17,2.8396
692,22,17,7.442499999999999
698,22,17,5.1296
703,22,15,4.8548
704,22,7,6.411999999999999
711,22,13,4.0533
716,22,6,3.7785
716,22,15,5.404400000000001
718,22,14,1.5801
721,22,3,4.0533
727,22,3,2.6564
729,22,6,3.1144
372,23,24,3.85
373,23,13,3.78
379,23,17,4.62
409,23,6,3.6225
430,23,11,3.4125
435,23,6,2.835
439,23,15,3.5700000000000003
445,23,17,3.4125
446,23,13,2.835
447,23,17,2.835
453,23,17,2.625
480,23,16,4.0600000000000005
482,23,16,2.24
483,23,7,3.3600000000000003
484,23,23,2.31
495,23,13,3.4125
500,23,23,3.4125
502,23,23,3.5175
503,23,23,2.94
507,23,6,4.41
515,23,17,4.4625
520,23,3,3.4125
535,23,11,4.76
538,23,17,3.675
553,23,13,2.0300000000000002
570,23,7,9.415
574,23,15,2.8875
584,23,13,2.94
588,23,22,2.065
592,23,17,2.6775
597,23,3,3.675
600,23,17,3.465
